date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:13:47	1488/1488	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2021:17:19%20GMT	https://concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-60x60.png	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-60x60.png	(from https://concepto.de/pagina-web/)
23:13:48	1687/1687	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2021:17:20%20GMT	https://concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-72x72.png	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-72x72.png	(from https://concepto.de/pagina-web/)
23:13:48	1793/1793	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2021:17:19%20GMT	https://concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-76x76.png	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-76x76.png	(from https://concepto.de/pagina-web/)
23:13:48	2718/2718	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2021:17:14%20GMT	https://concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-114x114.png	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-114x114.png	(from https://concepto.de/pagina-web/)
23:13:48	2818/2818	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2021:17:21%20GMT	https://concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-120x120.png	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-120x120.png	(from https://concepto.de/pagina-web/)
23:13:49	3398/3398	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2021:17:12%20GMT	https://concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-144x144.png	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-144x144.png	(from https://concepto.de/pagina-web/)
23:13:49	3790/3790	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2021:17:16%20GMT	https://concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-152x152.png	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-152x152.png	(from https://concepto.de/pagina-web/)
23:13:49	4592/4592	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2021:17:17%20GMT	https://concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-180x180.png	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/favicon/apple-icon-180x180.png	(from https://concepto.de/pagina-web/)
23:13:49	1163/1163	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2021:17:13%20GMT	https://concepto.de/wp-content/themes/concepto_v5/favicon/android-icon-192x192.png	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/favicon/android-icon-192x192.png	(from https://concepto.de/pagina-web/)
23:13:49	875/875	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2021:17:21%20GMT	https://concepto.de/wp-content/themes/concepto_v5/favicon/favicon-32x32.png	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/favicon/favicon-32x32.png	(from https://concepto.de/pagina-web/)
23:13:50	2279/2279	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2021:17:18%20GMT	https://concepto.de/wp-content/themes/concepto_v5/favicon/favicon-96x96.png	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/favicon/favicon-96x96.png	(from https://concepto.de/pagina-web/)
23:13:50	496/496	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2021:17:11%20GMT	https://concepto.de/wp-content/themes/concepto_v5/favicon/favicon-16x16.png	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/favicon/favicon-16x16.png	(from https://concepto.de/pagina-web/)
23:13:52	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/www.google-analytics.com/analytics.js	(from https://concepto.de/pagina-web/)
23:13:52	10926/10926	---M-Z	200	added ('OK')	text/javascript	etag:%226b1a26c01a5d869ca183c08e044a8f5a%22	https://a.teads.tv/analytics/tag.js	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/a.teads.tv/analytics/tag.js	(from https://concepto.de/pagina-web/)
23:13:52	46896/46896	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Sep%202018%2015:44:04%20GMT	https://concepto.de/wp-content/uploads/2018/09/pagina-web1-e1537371844166.jpg	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/uploads/2018/09/pagina-web1-e1537371844166.jpg	(from https://concepto.de/pagina-web/)
23:13:53	54327/54327	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Sep%202018%2015:46:08%20GMT	https://concepto.de/wp-content/uploads/2018/09/pagina-web2-e1537371968932.jpg	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/uploads/2018/09/pagina-web2-e1537371968932.jpg	(from https://concepto.de/pagina-web/)
23:13:53	62236/62236	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Sep%202018%2015:51:33%20GMT	https://concepto.de/wp-content/uploads/2018/09/navegador-web2-e1537372293491.jpg	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/uploads/2018/09/navegador-web2-e1537372293491.jpg	(from https://concepto.de/pagina-web/)
23:13:54	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265fc0d6b-4d7%22	https://concepto.de/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://concepto.de/pagina-web/)
23:13:54	9813/9813	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2015%20Nov%202023%2008:31:55%20GMT	https://concepto.de/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min.js	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min.js	(from https://concepto.de/pagina-web/)
23:13:54	10770/10770	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2015%20Nov%202023%2008:31:58%20GMT	https://concepto.de/wp-content/plugins/contact-form-7/includes/swv/js/index.js	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/plugins/contact-form-7/includes/swv/js/index.js	(from https://concepto.de/pagina-web/)
23:13:54	12943/12943	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2015%20Nov%202023%2008:31:58%20GMT	https://concepto.de/wp-content/plugins/contact-form-7/includes/js/index.js	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/plugins/contact-form-7/includes/js/index.js	(from https://concepto.de/pagina-web/)
23:13:55	7818/7818	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2029%20Dec%202023%2012:28:11%20GMT	https://concepto.de/wp-content/themes/concepto_v5/js/navigation.js	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/js/navigation.js	(from https://concepto.de/pagina-web/)
23:13:55	8983/8983	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2029%20Dec%202023%2012:28:13%20GMT	https://concepto.de/wp-content/themes/concepto_v5/js/post-scripts.js	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/js/post-scripts.js	(from https://concepto.de/pagina-web/)
23:13:55	1565/1565	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2029%20Dec%202023%2012:28:10%20GMT	https://concepto.de/wp-content/themes/concepto_v5/js/svg-inline.js	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/js/svg-inline.js	(from https://concepto.de/pagina-web/)
23:13:56	12166/12166	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2029%20Dec%202023%2012:28:14%20GMT	https://concepto.de/wp-content/themes/concepto_v5/js/ads-init.js	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/js/ads-init.js	(from https://concepto.de/pagina-web/)
23:13:57	178/178	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2029%20Dec%202023%2012:28:15%20GMT	https://concepto.de/wp-content/themes/concepto_v5/js/popup-init.js	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/js/popup-init.js	(from https://concepto.de/pagina-web/)
23:13:58	3823/3823	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2029%20Dec%202023%2012:28:09%20GMT	https://concepto.de/wp-content/themes/concepto_v5/js/read-speaker-init.js	C:/Users/villa/Desktop/Nueva%20carpeta/creo/clon_cre/concepto.de/wp-content/themes/concepto_v5/js/read-speaker-init.js	(from https://concepto.de/pagina-web/)
